target_id	length	eff_length	est_counts	tpm
lcl|NZ_CP030271.1_cds_WP_147175754.1_1	1272	973	101	184.029
lcl|NZ_CP030271.1_cds_WP_011336730.1_2	411	112	1	15.8292
lcl|NZ_CP030271.1_cds_WP_011336731.1_3	1422	1123	75	118.402
lcl|NZ_CP030271.1_cds_WP_011336732.1_4	1506	1207	115	168.915
lcl|NZ_CP030271.1_cds_WP_011336734.1_5	699	400	16	70.9149
lcl|NZ_CP030271.1_cds_WP_011336735.1_6	981	682	11	28.5947
lcl|NZ_CP030271.1_cds_WP_011336736.1_7	660	361	38	186.618
lcl|NZ_CP030271.1_cds_WP_011336737.1_8	1584	1285	96	132.448
lcl|NZ_CP030271.1_cds_WP_011336738.1_9	768	469	28	105.843
lcl|NZ_CP030271.1_cds_WP_011336739.1_10	1977	1678	18	19.0177
lcl|NZ_CP030271.1_cds_WP_011336740.1_11	900	601	35	103.246
lcl|NZ_CP030271.1_cds_WP_011336741.1_12	2100	1801	152	149.626
lcl|NZ_CP030271.1_cds_WP_011336742.1_13	1149	850	26	54.2291
lcl|NZ_CP030271.1_cds_WP_011336743.1_14	1257	958	45	83.2769
lcl|NZ_CP030271.1_cds_WP_002722079.1_15	891	592	35	104.815
lcl|NZ_CP030271.1_cds_WP_002722082.1_16	849	550	16	51.5745
lcl|NZ_CP030271.1_cds_WP_011336745.1_17	1104	805	16	35.2372
lcl|NZ_CP030271.1_cds_WP_011336746.1_18	942	643	12	33.0863
lcl|NZ_CP030271.1_cds_WP_011336747.1_19	1005	706	4	10.0446
lcl|NZ_CP030271.1_cds_WP_011336748.1_20	1020	721	40	98.3563
lcl|NZ_CP030271.1_cds_WP_011336749.1_21	771	472	7	26.2926
lcl|NZ_CP030271.1_cds_WP_011336750.1_22	795	496	7	25.0204
lcl|NZ_CP030271.1_cds_WP_009562511.1_23	1575	1276	25	34.735
lcl|NZ_CP030271.1_cds_WP_002722098.1_24	981	682	11	28.5947
lcl|NZ_CP030271.1_cds_WP_011336751.1_25	912	613	7	20.2449
lcl|NZ_CP030271.1_cds_WP_011336752.1_26	1854	1555	14	15.9616
lcl|NZ_CP030271.1_cds_WP_011336753.1_27	1275	976	54	98.0893
lcl|NZ_CP030271.1_cds_WP_011336754.1_28	945	646	7	19.2107
lcl|NZ_CP030271.1_cds_WP_011336755.1_29	945	646	4	10.9775
lcl|NZ_CP030271.1_cds_WP_017140025.1_30	186	3.85692	0	0
lcl|NZ_CP030271.1_cds_WP_011336756.1_31	1605	1306	17	23.0772
lcl|NZ_CP030271.1_cds_WP_002722114.1_32	273	9.8295	0	0
lcl|NZ_CP030271.1_cds_WP_002722115.1_33	747	448	9	35.6157
lcl|NZ_CP030271.1_cds_WP_002722116.1_34	246	6.66748	0	0
lcl|NZ_CP030271.1_cds_WP_011336757.1_35	1188	889	14	27.9193
lcl|NZ_CP030271.1_cds_WP_011336758.1_36	999	700	10	25.3268
lcl|NZ_CP030271.1_cds_WP_011336759.1_37	1146	847	12	25.1174
lcl|NZ_CP030271.1_cds_WP_011840178.1_38	672	373	31	147.343
lcl|NZ_CP030271.1_cds_WP_011336761.1_39	531	232	10	76.4169
lcl|NZ_CP030271.1_cds_WP_011336762.1_40	1104	805	52	114.521
lcl|NZ_CP030271.1_cds_WP_011336763.1_41	1272	973	35	63.7724
lcl|NZ_CP030271.1_cds_WP_002722128.1_42	1119	820	41	88.6436
lcl|NZ_CP030271.1_cds_WP_002722129.1_43	639	340	1	5.21433
lcl|NZ_CP030271.1_cds_WP_011336764.1_44	465	166	0	0
lcl|NZ_CP030271.1_cds_WP_002722131.1_45	291	13.7365	7	903.442
lcl|NZ_CP030271.1_cds_WP_011336766.1_46	705	406	13	56.7669
lcl|NZ_CP030271.1_cds_WP_011336767.1_47	372	73.0112	4	97.1289
lcl|NZ_CP030271.1_cds_WP_011336768.1_48	1098	799	67	148.664
lcl|NZ_CP030271.1_cds_WP_011336769.1_49	1239	940	149	281.019
lcl|NZ_CP030271.1_cds_WP_011336770.1_50	1944	1645	18	19.3992
lcl|NZ_CP030271.1_cds_WP_011336771.1_51	180	3.70659	0	0
lcl|NZ_CP030271.1_cds_WP_011336772.1_52	1620	1321	11	14.7628
lcl|NZ_CP030271.1_cds_WP_002722143.1_53	1140	841	13	27.4047
lcl|NZ_CP030271.1_cds_WP_011336773.1_54	924	625	10	28.366
lcl|NZ_CP030271.1_cds_WP_011336774.1_55	1590	1291	36	49.4372
lcl|NZ_CP030271.1_cds_56	57	2.178	0	0
lcl|NZ_CP030271.1_cds_WP_017140027.1_57	237	6.00353	0	0
lcl|NZ_CP030271.1_cds_WP_011336775.1_58	360	61.0822	3	87.0731
lcl|NZ_CP030271.1_cds_WP_017140028.1_59	2334	2035	63	54.885
lcl|NZ_CP030271.1_cds_WP_011336778.1_60	606	307	23	132.821
lcl|NZ_CP030271.1_cds_WP_002722157.1_61	348	49.4247	1	35.8702
lcl|NZ_CP030271.1_cds_WP_011336779.1_62	744	445	6	23.9039
lcl|NZ_CP030271.1_cds_WP_011336780.1_63	915	616	839	2414.68
lcl|NZ_CP030271.1_cds_WP_029534491.1_64	645	346	280	1434.69
lcl|NZ_CP030271.1_cds_WP_002722161.1_65	180	3.70659	0	0
lcl|NZ_CP030271.1_cds_WP_011336782.1_66	1230	931	322	613.174
lcl|NZ_CP030271.1_cds_WP_017140029.1_67	1326	1027	79	136.375
lcl|NZ_CP030271.1_cds_WP_011336784.1_68	1179	880	127	255.858
lcl|NZ_CP030271.1_cds_WP_011336785.1_69	3285	2986	263	156.151
lcl|NZ_CP030271.1_cds_WP_011336786.1_70	639	340	368	1918.87
lcl|NZ_CP030271.1_cds_WP_002722170.1_71	582	283	37	231.789
lcl|NZ_CP030271.1_cds_WP_002722172.1_72	327	31.3862	23	1299.17
lcl|NZ_CP030271.1_cds_WP_011336788.1_73	1578	1279	19	26.3367
lcl|NZ_CP030271.1_cds_WP_011336789.1_74	543	244	3	21.7976
lcl|NZ_CP030271.1_cds_WP_017140031.1_75	324	29.2345	0	0
lcl|NZ_CP030271.1_cds_WP_011336791.1_76	453	154	11	126.634
lcl|NZ_CP030271.1_cds_WP_011336792.1_77	339	41.1625	0	0
lcl|NZ_CP030271.1_cds_WP_011336793.1_78	261	8.14747	0	0
lcl|NZ_CP030271.1_cds_WP_002722188.1_79	648	349	13	66.0382
lcl|NZ_CP030271.1_cds_WP_011336794.1_80	756	457	11	42.6731
lcl|NZ_CP030271.1_cds_WP_011336795.1_81	1461	1162	53	80.8625
lcl|NZ_CP030271.1_cds_WP_011336796.1_82	1449	1150	10	15.4163
lcl|NZ_CP030271.1_cds_WP_011336797.1_83	1302	1003	9	15.9081
lcl|NZ_CP030271.1_cds_WP_235842852.1_84	711	412	2	8.60618
lcl|NZ_CP030271.1_cds_WP_011336799.1_85	1095	796	74	164.815
lcl|NZ_CP030271.1_cds_WP_011336800.1_86	918	619	51	146.069
lcl|NZ_CP030271.1_cds_WP_009562580.1_87	273	9.8295	0	0
lcl|NZ_CP030271.1_cds_WP_011336801.1_88	414	115	0	0
lcl|NZ_CP030271.1_cds_WP_002722206.1_89	1206	907	10	19.5466
lcl|NZ_CP030271.1_cds_WP_002722208.1_90	1392	1093	179	290.342
lcl|NZ_CP030271.1_cds_WP_011336802.1_91	957	658	40	107.773
lcl|NZ_CP030271.1_cds_WP_002722215.1_92	585	286	10	61.9886
lcl|NZ_CP030271.1_cds_WP_002722219.1_93	315	23.5677	26	1955.84
lcl|NZ_CP030271.1_cds_WP_002722225.1_94	555	256	87	602.5
lcl|NZ_CP030271.1_cds_WP_002722229.1_95	696	397	10	44.6567
lcl|NZ_CP030271.1_cds_WP_002722232.1_96	1389	1090	76	123.613
lcl|NZ_CP030271.1_cds_WP_011336803.1_97	1563	1264	3	4.20777
lcl|NZ_CP030271.1_cds_WP_011336804.1_98	486	187	19	180.131
lcl|NZ_CP030271.1_cds_WP_011336805.1_99	1026	727	64	156.071
lcl|NZ_CP030271.1_cds_WP_011336806.1_100	666	367	25	120.768
lcl|NZ_CP030271.1_cds_WP_011336807.1_101	2994	2695	53	34.8654
lcl|NZ_CP030271.1_cds_WP_011336808.1_102	3321	3022	62	36.3726
lcl|NZ_CP030271.1_cds_WP_002722246.1_103	321	27.2129	121	7882.93
lcl|NZ_CP030271.1_cds_WP_011336809.1_104	909	610	43	124.973
lcl|NZ_CP030271.1_cds_WP_002722250.1_105	558	259	112	766.648
